Centroid Longitude,Centroid Latitude,Top-Left Longitude,Top-Left Latitude,Bottom-Right Longitude,Bottom-Right Latitude
-10.463127271782128,18.368301772033917,-10.633807175764836,18.538981676016625,-10.292447367799417,18.197621868051204
-10.463127271782128,18.709661579999334,-10.633807175764836,18.880341483982043,-10.292447367799417,18.538981676016625
-11.145846887712963,21.440540043722677,-11.316526791695672,21.611219947705386,-10.975166983730254,21.26986013973997
-11.487206695678381,21.440540043722677,-11.65788659966109,21.611219947705386,-11.316526791695672,21.26986013973997
-10.804487079747545,21.440540043722677,-10.975166983730254,21.611219947705386,-10.633807175764836,21.26986013973997
-10.463127271782128,21.440540043722677,-10.633807175764836,21.611219947705386,-10.292447367799417,21.26986013973997
-11.487206695678381,21.09918023575726,-11.65788659966109,21.26986013973997,-11.316526791695672,20.92850033177455
-7.049529192127944,21.440540043722677,-7.220209096110653,21.611219947705386,-6.878849288145235,21.26986013973997
-11.145846887712963,21.09918023575726,-11.316526791695672,21.26986013973997,-10.975166983730254,20.92850033177455
-10.121767463816708,18.709661579999334,-10.292447367799417,18.880341483982043,-9.951087559833999,18.538981676016625
-10.804487079747545,18.709661579999334,-10.975166983730254,18.880341483982043,-10.633807175764836,18.538981676016625
-9.439047847885872,18.368301772033917,-9.609727751868581,18.538981676016625,-9.268367943903163,18.197621868051204
-10.121767463816708,18.368301772033917,-10.292447367799417,18.538981676016625,-9.951087559833999,18.197621868051204
-10.463127271782128,19.051021387964752,-10.633807175764836,19.22170129194746,-10.292447367799417,18.880341483982043
-10.804487079747545,18.368301772033917,-10.975166983730254,18.538981676016625,-10.633807175764836,18.197621868051204
-9.097688039920452,18.368301772033917,-9.268367943903163,18.538981676016625,-8.927008135937744,18.197621868051204
-8.073608616024199,23.488698891515188,-8.244288520006908,23.659378795497897,-7.90292871204149,23.31801898753248
-8.073608616024199,21.09918023575726,-8.244288520006908,21.26986013973997,-7.90292871204149,20.92850033177455
-11.145846887712963,18.709661579999334,-11.316526791695672,18.880341483982043,-10.975166983730254,18.538981676016625
-7.390889000093363,22.123259659653513,-7.561568904076072,22.293939563636226,-7.220209096110653,21.952579755670804
-8.073608616024199,21.440540043722677,-8.244288520006908,21.611219947705386,-7.90292871204149,21.26986013973997
