Centroid Longitude,Centroid Latitude,Top-Left Longitude,Top-Left Latitude,Bottom-Right Longitude,Bottom-Right Latitude
-114.3667646094666,28.07459841694535,-114.5374445134493,28.24527832092806,-114.19608470548388,27.90391851296264
-114.3667646094666,27.73323860897993,-114.5374445134493,27.90391851296264,-114.19608470548388,27.562558704997222
-116.4149234572591,28.415958224910767,-116.58560336124181,28.586638128893476,-116.24424355327639,28.24527832092806
-114.708124417432,27.73323860897993,-114.87880432141472,27.90391851296264,-114.5374445134493,27.562558704997222
-116.4149234572591,28.07459841694535,-116.58560336124181,28.24527832092806,-116.24424355327639,27.90391851296264
-114.3667646094666,29.78139745677244,-114.5374445134493,29.952077360755148,-114.19608470548388,29.61071755278973
-115.39084403336284,28.07459841694535,-115.56152393734556,28.24527832092806,-115.22016412938014,27.90391851296264
-114.708124417432,26.709159185083678,-114.87880432141472,26.879839089066387,-114.5374445134493,26.53847928110097
-114.708124417432,28.07459841694535,-114.87880432141472,28.24527832092806,-114.5374445134493,27.90391851296264
-117.09764307318994,29.44003764880702,-117.26832297717264,29.61071755278973,-116.92696316920723,29.269357744824312
-115.04948422539744,28.07459841694535,-115.22016412938014,28.24527832092806,-114.87880432141472,27.90391851296264
-115.39084403336284,28.415958224910767,-115.56152393734556,28.586638128893476,-115.22016412938014,28.24527832092806
-115.04948422539744,27.050518993049096,-115.22016412938014,27.221198897031805,-114.87880432141472,26.879839089066387
-115.73220384132827,28.07459841694535,-115.90288374531097,28.24527832092806,-115.56152393734556,27.90391851296264
-117.78036268912078,29.78139745677244,-117.95104259310348,29.952077360755148,-117.60968278513806,29.61071755278973
-115.73220384132827,28.415958224910767,-115.90288374531097,28.586638128893476,-115.56152393734556,28.24527832092806
-115.73220384132827,29.78139745677244,-115.90288374531097,29.952077360755148,-115.56152393734556,29.61071755278973
-117.43900288115535,28.415958224910767,-117.60968278513806,28.586638128893476,-117.26832297717264,28.24527832092806
-114.3667646094666,27.050518993049096,-114.5374445134493,27.221198897031805,-114.19608470548388,26.879839089066387
-115.04948422539744,26.709159185083678,-115.22016412938014,26.879839089066387,-114.87880432141472,26.53847928110097
-115.04948422539744,27.73323860897993,-115.22016412938014,27.90391851296264,-114.87880432141472,27.562558704997222
-117.43900288115535,28.07459841694535,-117.60968278513806,28.24527832092806,-117.26832297717264,27.90391851296264
-117.43900288115535,28.757318032876185,-117.60968278513806,28.927997936858894,-117.26832297717264,28.586638128893476
-114.708124417432,27.391878801014514,-114.87880432141472,27.562558704997222,-114.5374445134493,27.221198897031805
-114.3667646094666,28.415958224910767,-114.5374445134493,28.586638128893476,-114.19608470548388,28.24527832092806
-114.708124417432,30.805476880668696,-114.87880432141472,30.976156784651405,-114.5374445134493,30.634796976685987
-116.07356364929367,29.098677840841603,-116.24424355327639,29.269357744824312,-115.90288374531097,28.927997936858894
-117.09764307318994,31.146836688634114,-117.26832297717264,31.317516592616823,-116.92696316920723,30.976156784651405
-119.48716172894785,28.757318032876185,-119.65784163293057,28.927997936858894,-119.31648182496515,28.586638128893476
-114.708124417432,28.415958224910767,-114.87880432141472,28.586638128893476,-114.5374445134493,28.24527832092806
-116.07356364929367,28.07459841694535,-116.24424355327639,28.24527832092806,-115.90288374531097,27.90391851296264
-115.39084403336284,31.146836688634114,-115.56152393734556,31.317516592616823,-115.22016412938014,30.976156784651405
-114.3667646094666,27.391878801014514,-114.5374445134493,27.562558704997222,-114.19608470548388,27.221198897031805
-118.46308230505161,29.78139745677244,-118.63376220903432,29.952077360755148,-118.2924024010689,29.61071755278973
-116.4149234572591,27.73323860897993,-116.58560336124181,27.90391851296264,-116.24424355327639,27.562558704997222
-116.4149234572591,28.757318032876185,-116.58560336124181,28.927997936858894,-116.24424355327639,28.586638128893476
-116.07356364929367,28.757318032876185,-116.24424355327639,28.927997936858894,-115.90288374531097,28.586638128893476
-115.73220384132827,30.122757264737857,-115.90288374531097,30.29343716872057,-115.56152393734556,29.952077360755148
-117.43900288115535,30.805476880668696,-117.60968278513806,30.976156784651405,-117.26832297717264,30.634796976685987
-119.14580192098245,29.78139745677244,-119.31648182496515,29.952077360755148,-118.97512201699973,29.61071755278973
-117.78036268912078,28.07459841694535,-117.95104259310348,28.24527832092806,-117.60968278513806,27.90391851296264
-115.39084403336284,30.805476880668696,-115.56152393734556,30.976156784651405,-115.22016412938014,30.634796976685987
-114.3667646094666,28.757318032876185,-114.5374445134493,28.927997936858894,-114.19608470548388,28.586638128893476
-115.39084403336284,29.44003764880702,-115.56152393734556,29.61071755278973,-115.22016412938014,29.269357744824312
-115.04948422539744,28.415958224910767,-115.22016412938014,28.586638128893476,-114.87880432141472,28.24527832092806
-116.07356364929367,28.415958224910767,-116.24424355327639,28.586638128893476,-115.90288374531097,28.24527832092806
-118.80444211301702,28.07459841694535,-118.97512201699973,28.24527832092806,-118.63376220903432,27.90391851296264
-115.04948422539744,27.391878801014514,-115.22016412938014,27.562558704997222,-114.87880432141472,27.221198897031805
-115.04948422539744,30.805476880668696,-115.22016412938014,30.976156784651405,-114.87880432141472,30.634796976685987
-118.80444211301702,29.78139745677244,-118.97512201699973,29.952077360755148,-118.63376220903432,29.61071755278973
-116.75628326522451,27.050518993049096,-116.92696316920723,27.221198897031805,-116.58560336124181,26.879839089066387
-118.12172249708618,29.78139745677244,-118.2924024010689,29.952077360755148,-117.95104259310348,29.61071755278973
-116.4149234572591,29.44003764880702,-116.58560336124181,29.61071755278973,-116.24424355327639,29.269357744824312
-116.07356364929367,29.44003764880702,-116.24424355327639,29.61071755278973,-115.90288374531097,29.269357744824312
-116.07356364929367,30.805476880668696,-116.24424355327639,30.976156784651405,-115.90288374531097,30.634796976685987
-115.04948422539744,31.146836688634114,-115.22016412938014,31.317516592616823,-114.87880432141472,30.976156784651405
-115.73220384132827,30.805476880668696,-115.90288374531097,30.976156784651405,-115.56152393734556,30.634796976685987
-114.708124417432,27.050518993049096,-114.87880432141472,27.221198897031805,-114.5374445134493,26.879839089066387
-114.708124417432,31.146836688634114,-114.87880432141472,31.317516592616823,-114.5374445134493,30.976156784651405
-118.80444211301702,31.146836688634114,-118.97512201699973,31.317516592616823,-118.63376220903432,30.976156784651405
-119.14580192098245,29.44003764880702,-119.31648182496515,29.61071755278973,-118.97512201699973,29.269357744824312
-115.73220384132827,28.757318032876185,-115.90288374531097,28.927997936858894,-115.56152393734556,28.586638128893476
-115.73220384132827,29.44003764880702,-115.90288374531097,29.61071755278973,-115.56152393734556,29.269357744824312
-117.78036268912078,27.73323860897993,-117.95104259310348,27.90391851296264,-117.60968278513806,27.562558704997222
-117.09764307318994,29.098677840841603,-117.26832297717264,29.269357744824312,-116.92696316920723,28.927997936858894
-116.75628326522451,29.44003764880702,-116.92696316920723,29.61071755278973,-116.58560336124181,29.269357744824312
-117.09764307318994,30.805476880668696,-117.26832297717264,30.976156784651405,-116.92696316920723,30.634796976685987
-114.3667646094666,26.709159185083678,-114.5374445134493,26.879839089066387,-114.19608470548388,26.53847928110097
-114.708124417432,26.36779937711826,-114.87880432141472,26.53847928110097,-114.5374445134493,26.197119473135547
-119.48716172894785,28.415958224910767,-119.65784163293057,28.586638128893476,-119.31648182496515,28.24527832092806
-115.73220384132827,30.464117072703278,-115.90288374531097,30.634796976685987,-115.56152393734556,30.29343716872057
-117.43900288115535,29.44003764880702,-117.60968278513806,29.61071755278973,-117.26832297717264,29.269357744824312
-116.07356364929367,30.122757264737857,-116.24424355327639,30.29343716872057,-115.90288374531097,29.952077360755148
-116.4149234572591,27.391878801014514,-116.58560336124181,27.562558704997222,-116.24424355327639,27.221198897031805
-118.46308230505161,28.07459841694535,-118.63376220903432,28.24527832092806,-118.2924024010689,27.90391851296264
-114.708124417432,29.098677840841603,-114.87880432141472,29.269357744824312,-114.5374445134493,28.927997936858894
-119.14580192098245,28.07459841694535,-119.31648182496515,28.24527832092806,-118.97512201699973,27.90391851296264
-115.04948422539744,29.44003764880702,-115.22016412938014,29.61071755278973,-114.87880432141472,29.269357744824312
-119.14580192098245,29.098677840841603,-119.31648182496515,29.269357744824312,-118.97512201699973,28.927997936858894
-116.07356364929367,27.73323860897993,-116.24424355327639,27.90391851296264,-115.90288374531097,27.562558704997222
-114.708124417432,28.757318032876185,-114.87880432141472,28.927997936858894,-114.5374445134493,28.586638128893476
-118.80444211301702,28.757318032876185,-118.97512201699973,28.927997936858894,-118.63376220903432,28.586638128893476
-117.78036268912078,30.805476880668696,-117.95104259310348,30.976156784651405,-117.60968278513806,30.634796976685987
-116.07356364929367,27.391878801014514,-116.24424355327639,27.562558704997222,-115.90288374531097,27.221198897031805
-116.07356364929367,30.464117072703278,-116.24424355327639,30.634796976685987,-115.90288374531097,30.29343716872057
-117.78036268912078,29.44003764880702,-117.95104259310348,29.61071755278973,-117.60968278513806,29.269357744824312
-114.3667646094666,30.122757264737857,-114.5374445134493,30.29343716872057,-114.19608470548388,29.952077360755148
-116.75628326522451,30.805476880668696,-116.92696316920723,30.976156784651405,-116.58560336124181,30.634796976685987
-117.43900288115535,29.78139745677244,-117.60968278513806,29.952077360755148,-117.26832297717264,29.61071755278973
-116.07356364929367,27.050518993049096,-116.24424355327639,27.221198897031805,-115.90288374531097,26.879839089066387
-116.75628326522451,26.709159185083678,-116.92696316920723,26.879839089066387,-116.58560336124181,26.53847928110097
-115.73220384132827,31.146836688634114,-115.90288374531097,31.317516592616823,-115.56152393734556,30.976156784651405
-116.07356364929367,29.78139745677244,-116.24424355327639,29.952077360755148,-115.90288374531097,29.61071755278973
-116.75628326522451,27.391878801014514,-116.92696316920723,27.562558704997222,-116.58560336124181,27.221198897031805
-119.48716172894785,29.098677840841603,-119.65784163293057,29.269357744824312,-119.31648182496515,28.927997936858894
-115.39084403336284,26.709159185083678,-115.56152393734556,26.879839089066387,-115.22016412938014,26.53847928110097
-117.43900288115535,30.122757264737857,-117.60968278513806,30.29343716872057,-117.26832297717264,29.952077360755148
-114.708124417432,30.464117072703278,-114.87880432141472,30.634796976685987,-114.5374445134493,30.29343716872057
-117.43900288115535,29.098677840841603,-117.60968278513806,29.269357744824312,-117.26832297717264,28.927997936858894
-115.73220384132827,27.73323860897993,-115.90288374531097,27.90391851296264,-115.56152393734556,27.562558704997222
